Case_ID,Date_Reported,Region,Country,Pollutant_Type,Total_Concentration_mg_kg,Bioavailable_Concentration_mg_kg,Soil_pH,Soil_Texture,Soil_Organic_Matter_%,CEC_meq_100g,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Distance_from_Source_km,Years_Since_Contamination,Water_Source_Type,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required
CASE_101144,3/9/2023,North America,Mexico,Chromium,1623.94,161.63,4.6,Loamy,4.77,12,23.6,35.3,1132.7,Soybean,Integrated,Tannery,0.18,17,River,Skin Disease,Moderate,Rash,Elderly,Both,Soil Remediation,Yes,Yes
CASE_101145,3/27/2024,South America,Peru,Arsenic,14.64,1.42,6.36,Silty,2.85,16,29.2,81.3,961.3,Soybean,Integrated,Smelting,8.1,13,Well,Cardiovascular Disease,Mild,Hyperpigmentation,Children,Female,Phytoremediation,Yes,No
CASE_101146,6/30/2023,North America,USA,Chromium,1112.07,45,5.32,Loamy,5.76,12,15.4,73,787.7,Soybean,Organic,Tannery,0.2,21,Borehole,Respiratory Issues,Mild,Nasal Irritation,Elderly,Female,Crop Rotation,Yes,Yes
CASE_101147,12/1/2022,North America,Canada,Lead,594.37,59.52,6.85,Silty,1.55,16,4.6,69.8,414.1,Wheat,Integrated,Mining,1.45,40,Well,Anemia,Severe,Fatigue,Children,Female,Chemical Neutralization,No,Yes
CASE_101148,12/6/2023,Asia,Indonesia,Arsenic,307.66,36.44,5.21,Loamy,1.99,12,23.6,91.4,1892.4,Rice,Integrated,Chemical,0.31,4,Borehole,Cancer,Severe,Nausea,Children,Both,Government Regulation,No,Yes
CASE_101149,3/17/2024,North America,USA,Chromium,56.13,1.92,6.66,Silty,5.01,16,15.9,46.7,1147.1,Vegetables,Permaculture,None,0,0,Well,Cancer,Mild,Nasal Irritation,Adults,Both,Government Regulation,No,Yes
CASE_101150,11/19/2024,Europe,France,Chromium,158.01,19.36,5.38,Silty,3.49,16,29.3,22.1,1034,Cotton,Integrated,Chemical,0.9,22,Borehole,Cancer,Mild,Breathing Difficulty,Elderly,Female,None,No,Yes
CASE_101151,2/29/2024,South America,Argentina,Chromium,1061.87,331.94,5.95,Sandy,1.91,4,12.1,84.4,603.5,Vegetables,Integrated,Tannery,0.28,40,Well,Skin Disease,Severe,Skin Ulcers,Children,Male,Soil Remediation,No,Yes
CASE_101152,9/10/2025,Africa,Ethiopia,Lead,334.77,70.1,6.66,Sandy,2.87,4,12.1,84.7,771.3,Wheat,Integrated,Smelting,1.52,15,Lake,Neurological Disorder,Severe,Abdominal Pain,Children,Female,Chemical Neutralization,No,Yes
CASE_101153,2/18/2023,South America,Argentina,Cadmium,4.96,1.18,4.65,Loamy,2.1,12,41.9,76.3,789.8,Cotton,Integrated,Agriculture,0.96,28,Lake,Cancer,Moderate,Protein in Urine,Elderly,Both,Community Awareness,No,Yes
CASE_101154,11/5/2025,Europe,Czech Republic,Mercury,0.16,0.01,6.15,Loamy,4.91,12,8.5,74.7,619.7,Barley,Permaculture,None,0,0,Borehole,None Detected,None,None,Elderly,Male,Crop Rotation,No,Yes
CASE_101155,10/25/2024,Europe,Spain,Arsenic,10.24,0.26,7.83,Loamy,5.92,12,32.3,90,441.9,Cotton,Organic,None,0,0,Well,Cancer,Mild,Hyperpigmentation,Elderly,Both,Community Awareness,Yes,Yes
CASE_101156,5/30/2024,Asia,Pakistan,Arsenic,68.67,24.91,5.97,Sandy,1.07,4,22,76.7,1229.9,Cotton,Conventional,Smelting,1.63,10,Well,Skin Disease,Moderate,Skin Lesions,Adults,Both,Chemical Neutralization,No,Yes
CASE_101157,3/11/2023,North America,USA,Cadmium,15.25,0.35,4.87,Clay,6.91,30,14.2,20.8,369.8,Rice,Organic,Smelting,6.35,36,Rainwater,Kidney Disease,Mild,Protein in Urine,Adults,Male,None,Yes,No
CASE_101158,9/27/2023,North America,Canada,Cadmium,23.83,0.96,7.19,Silty,2.95,16,5.2,53.9,1081.2,Corn,Permaculture,Smelting,3.48,24,River,Kidney Disease,Mild,Breathing Difficulty,Elderly,Male,Community Awareness,Yes,No
CASE_101159,9/20/2025,Australia,Australia,Cadmium,5.41,0.72,7.35,Sandy,1.95,4,20.9,29,255.9,Wheat,Permaculture,Agriculture,1.97,26,River,Cancer,Mild,Bone Pain,Children,Male,Government Regulation,Yes,Yes
CASE_101160,7/23/2024,Africa,Kenya,Arsenic,84.97,4.94,6.39,Loamy,4.67,12,42.7,59.8,1297.6,Corn,Conventional,Smelting,1,37,Borehole,Cardiovascular Disease,Mild,Nausea,Adults,Male,Crop Rotation,No,Yes
CASE_101161,7/17/2023,South America,Colombia,Cadmium,13.36,1.09,5.52,Silty,3.64,16,30.1,93.5,664.4,Potato,Organic,Mining,3.76,11,Irrigation Canal,Bone Disease,Moderate,Breathing Difficulty,Elderly,Both,Phytoremediation,No,Yes
CASE_101162,2/2/2023,Asia,Thailand,Cadmium,7.33,0.37,6.42,Clay,3.78,30,14,53.3,994.2,Corn,Permaculture,Agriculture,0.86,30,Lake,Kidney Disease,Mild,Joint Pain,Children,Female,Phytoremediation,No,Yes
CASE_101163,7/2/2024,South America,Venezuela,Arsenic,19.5,0.29,7.1,Clay,7.17,30,29.9,21.9,599.5,Rice,Organic,Agriculture,1.64,12,Irrigation Canal,Diabetes,Mild,Skin Lesions,Children,Male,Soil Remediation,No,Yes
CASE_101164,2/16/2025,Australia,New Zealand,Cadmium,7.04,2.1,6.02,Sandy,2.07,4,31.9,22.4,460.1,Potato,Organic,Agriculture,0.38,32,Irrigation Canal,Bone Disease,Moderate,Bone Pain,Elderly,Male,Soil Remediation,Yes,Yes
CASE_101165,12/4/2023,Africa,Egypt,Cadmium,9.22,1.12,5.83,Loamy,2.47,12,22.3,72.7,519.2,Rice,Integrated,Agriculture,1.05,4,Irrigation Canal,Cancer,Mild,Joint Pain,Adults,Both,Community Awareness,No,Yes
CASE_101166,6/4/2025,Australia,Australia,Cadmium,5.58,0.68,4.6,Silty,4.01,16,11.6,50.2,712.1,Vegetables,Conventional,Agriculture,2.04,24,Well,Kidney Disease,Mild,Breathing Difficulty,Children,Female,Chemical Neutralization,No,Yes
CASE_101167,12/11/2024,South America,Colombia,Chromium,1093.68,316.27,6.78,Sandy,1.23,4,36.5,61,747,Corn,Organic,Tannery,0.5,30,Borehole,Skin Disease,Severe,Skin Ulcers,Elderly,Male,Government Regulation,No,Yes
CASE_101168,1/30/2023,Australia,New Zealand,Cadmium,5.36,0.22,6.9,Silty,4.54,16,26.7,83,1360,Soybean,Conventional,Agriculture,1.49,6,Irrigation Canal,Kidney Disease,Mild,Joint Pain,Children,Female,Government Regulation,Yes,Yes
CASE_101169,2/6/2025,Asia,India,Cadmium,28.02,3.37,4.97,Loamy,4.19,12,20.3,75.5,1274,Corn,Conventional,Mining,2.72,4,River,Kidney Disease,Moderate,Protein in Urine,Children,Female,Government Regulation,No,Yes
CASE_101170,2/13/2025,Asia,India,Cadmium,9.12,1.41,7.73,Sandy,0.78,4,27.2,71.7,1944.2,Vegetables,Permaculture,Agriculture,0.74,6,Well,Bone Disease,Mild,Fatigue,Children,Male,Community Awareness,Yes,No
CASE_101171,11/17/2024,Australia,New Zealand,Cadmium,7,0.23,5.88,Clay,5.04,30,33.3,82.5,445.8,Soybean,Conventional,Agriculture,1.18,34,Lake,Bone Disease,Mild,Protein in Urine,Elderly,Female,Phytoremediation,Yes,Yes
CASE_101172,12/10/2022,North America,Mexico,Chromium,45.43,3.14,6.43,Silty,3.53,16,17.8,90.9,748.2,Wheat,Organic,None,0,0,Lake,None Detected,None,None,Children,Female,Soil Remediation,No,Yes
CASE_101173,12/3/2023,Europe,Spain,Cadmium,0.39,0,7.74,Silty,5.79,16,25.3,80.9,879.1,Corn,Integrated,None,0,0,Rainwater,None Detected,None,None,Children,Both,Chemical Neutralization,No,Yes
CASE_101174,5/3/2025,Australia,New Zealand,Lead,43.31,4.85,7.42,Sandy,2.65,4,9.9,83.6,254.3,Soybean,Integrated,None,0,0,River,None Detected,None,None,Adults,Male,None,No,Yes
CASE_101175,6/18/2025,Europe,Czech Republic,Arsenic,33.16,4.29,7.45,Loamy,2.69,12,17.3,27.5,954.4,Potato,Integrated,Mining,4.63,18,Irrigation Canal,Diabetes,Mild,Numbness,Adults,Male,Chemical Neutralization,Yes,No
CASE_101176,5/26/2023,Australia,Australia,Arsenic,99.48,28.34,5.68,Sandy,2.12,4,32.2,80.8,430.8,Corn,Permaculture,Mining,3.08,31,River,Diabetes,Moderate,Numbness,Elderly,Male,Chemical Neutralization,Yes,Yes
CASE_101177,12/29/2024,Australia,Australia,Arsenic,247.73,72.23,5.96,Sandy,2.16,4,6.8,78.8,1114.5,Corn,Integrated,Chemical,0.89,38,River,Skin Disease,Severe,Numbness,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101178,10/21/2023,Australia,Australia,Lead,139.55,39.43,6.47,Sandy,1.79,4,13.6,69.2,762,Rice,Integrated,Smelting,4.96,19,Rainwater,Developmental Disorder,Moderate,Abdominal Pain,Elderly,Female,Phytoremediation,Yes,Yes
CASE_101179,4/18/2023,North America,Mexico,Arsenic,19.49,2.1,6.02,Silty,2.25,16,13.5,87.8,439,Vegetables,Organic,Agriculture,1.06,23,River,Diabetes,Mild,Skin Lesions,Adults,Male,None,No,Yes
CASE_101180,5/13/2023,North America,USA,Lead,363.85,247.84,4.96,Sandy,0.66,4,4,25.4,960.6,Wheat,Conventional,Mining,1.95,36,Well,Developmental Disorder,Severe,Memory Loss,Children,Male,Soil Remediation,No,Yes
CASE_101181,4/11/2025,North America,Canada,Cadmium,5.93,0.14,4.87,Clay,7.46,30,31,44,581.1,Vegetables,Conventional,Agriculture,2.16,6,Irrigation Canal,Kidney Disease,Mild,Breathing Difficulty,Children,Female,Soil Remediation,Yes,Yes
CASE_101182,11/10/2023,Africa,Ethiopia,Cadmium,15.49,0.67,7.86,Loamy,2.71,12,19.1,50.2,319.8,Barley,Conventional,Mining,2.8,6,River,Cancer,Mild,Bone Pain,Children,Female,Soil Remediation,Yes,No
CASE_101183,12/3/2022,South America,Chile,Mercury,31.94,4.74,4.03,Clay,3.05,30,29.3,91.3,1198.8,Wheat,Organic,Chemical,0.4,13,Well,Kidney Disease,Severe,Memory Loss,Children,Female,Government Regulation,No,Yes
CASE_101184,6/2/2023,Australia,New Zealand,Arsenic,335.12,28.9,5.93,Silty,3.1,16,38.3,71.6,325.4,Wheat,Conventional,Chemical,0.15,28,Borehole,Cancer,Severe,Nausea,Children,Female,Soil Remediation,No,Yes
CASE_101185,8/16/2023,Africa,Tanzania,Mercury,19.33,0.52,6.25,Clay,5.2,30,11.6,37.8,903,Wheat,Organic,Chemical,0.49,26,River,Kidney Disease,Moderate,Tremors,Adults,Male,Soil Remediation,No,Yes
CASE_101186,5/30/2024,North America,Canada,Lead,663.17,85.15,7.09,Sandy,2.32,4,22.9,41,770.7,Wheat,Conventional,Mining,0.6,22,Rainwater,Developmental Disorder,Moderate,Headache,Adults,Female,Soil Remediation,Yes,Yes
CASE_101187,8/24/2025,South America,Argentina,Mercury,11.03,4.05,6.19,Sandy,0.77,4,10.9,67.7,1149.5,Cotton,Conventional,E-waste,0.24,36,Lake,Developmental Disorder,Severe,Tremors,Children,Female,Soil Remediation,No,Yes
CASE_101188,3/17/2025,Africa,Ghana,Arsenic,15.29,1.47,5.39,Silty,2.43,16,8,72.2,159.1,Vegetables,Permaculture,Agriculture,3.4,3,Borehole,Skin Disease,Mild,Hyperpigmentation,Children,Female,Community Awareness,No,Yes
CASE_101189,3/12/2023,North America,Canada,Arsenic,21.45,7.39,6.27,Sandy,1.53,4,26.1,29.5,303.9,Vegetables,Conventional,Agriculture,1.33,19,River,Diabetes,Moderate,Numbness,Children,Male,Government Regulation,No,Yes
CASE_101190,10/19/2025,South America,Chile,Cadmium,44.48,0.99,7.99,Silty,4.31,16,33.6,41.9,522.3,Corn,Organic,Smelting,1.25,12,Borehole,Respiratory Issues,Mild,Joint Pain,Elderly,Both,Soil Remediation,No,Yes
CASE_101191,9/23/2025,Asia,Japan,Lead,265.78,31.75,6.6,Loamy,1.69,12,9.6,60,1723.1,Soybean,Permaculture,Smelting,2.81,28,Well,Kidney Disease,Mild,Headache,Adults,Male,Government Regulation,Yes,Yes
CASE_101192,1/22/2023,Australia,New Zealand,Lead,708.75,153.31,6.63,Sandy,2.77,4,32.8,28.4,978.3,Barley,Organic,Mining,0.89,35,Well,Developmental Disorder,Severe,Headache,Children,Both,Government Regulation,No,Yes
CASE_101193,11/20/2023,Australia,New Zealand,Lead,28.69,8.93,6.59,Sandy,1.12,4,30.4,39.3,40.8,Vegetables,Integrated,None,0,0,Lake,None Detected,None,None,Adults,Male,Government Regulation,No,Yes
CASE_101194,3/23/2023,South America,Colombia,Arsenic,33.53,0.45,6.33,Clay,7.15,30,16.8,62.1,914.9,Barley,Conventional,Agriculture,1.04,15,Irrigation Canal,Skin Disease,Mild,Skin Lesions,Children,Female,Community Awareness,Yes,No
CASE_101195,12/15/2024,Africa,Egypt,Arsenic,32.78,2.49,6.57,Loamy,4.11,12,30.7,81.4,306.8,Cotton,Permaculture,Agriculture,0.43,12,Well,Skin Disease,Mild,Hyperpigmentation,Elderly,Both,Government Regulation,No,Yes
CASE_101196,11/23/2023,South America,Venezuela,Arsenic,214.17,23.88,5.27,Loamy,2.3,12,19.9,94.5,1194.8,Vegetables,Permaculture,Chemical,1.31,33,River,Skin Disease,Moderate,Numbness,Elderly,Male,Community Awareness,No,Yes
CASE_101197,10/8/2023,Europe,Poland,Lead,437.55,13.01,6.13,Clay,5.09,30,7.8,76.7,509.6,Potato,Permaculture,Smelting,1.84,6,Well,Kidney Disease,Mild,Fatigue,Children,Female,Phytoremediation,Yes,No
CASE_101198,6/23/2023,Africa,Nigeria,Cadmium,8.54,0.48,5.63,Clay,4.04,30,11.6,23.2,844.9,Rice,Permaculture,Agriculture,1.22,30,Borehole,Respiratory Issues,Mild,Joint Pain,Elderly,Female,Government Regulation,Yes,No
CASE_101199,11/21/2023,Asia,Japan,Mercury,21.8,3.18,5.52,Loamy,1.95,12,36.1,27,386.7,Barley,Conventional,Chemical,1.18,20,River,Neurological Disorder,Severe,Mood Changes,Adults,Male,Soil Remediation,No,Yes
CASE_101200,6/10/2023,South America,Argentina,Arsenic,15.06,0.2,6.23,Clay,7.32,30,44.3,24.7,1103,Corn,Conventional,None,0,0,Irrigation Canal,Cancer,Mild,Numbness,Elderly,Both,Government Regulation,Yes,Yes
CASE_101201,6/28/2024,Europe,Italy,Mercury,16.85,0.36,5.23,Clay,6.55,30,4.2,59.9,556.8,Wheat,Permaculture,Battery,0.1,10,Well,Neurological Disorder,Mild,Tremors,Adults,Female,Soil Remediation,Yes,Yes
CASE_101202,6/15/2024,Africa,Ethiopia,Cadmium,3.98,0.56,5.8,Loamy,1.87,12,30.1,67.2,592.3,Wheat,Organic,Agriculture,1.46,39,River,Cancer,Mild,Fatigue,Adults,Female,Chemical Neutralization,Yes,Yes
CASE_101203,6/24/2023,Africa,Ghana,Mercury,15.25,0.65,4.7,Silty,5.72,16,22.1,67.6,1327.6,Corn,Integrated,E-waste,0.22,26,Lake,Kidney Disease,Moderate,Memory Loss,Adults,Female,Soil Remediation,Yes,Yes
CASE_101204,8/25/2025,Africa,Ethiopia,Arsenic,120.65,11.43,5.61,Silty,2.6,16,27.4,49.8,1109.6,Vegetables,Permaculture,Mining,0.62,13,Well,Diabetes,Moderate,Skin Lesions,Adults,Both,Chemical Neutralization,No,Yes
CASE_101205,4/18/2025,South America,Colombia,Mercury,0.1,0.04,6.53,Sandy,0.64,4,25,45.3,495.8,Barley,Organic,None,0,0,Well,None Detected,None,None,Children,Female,Community Awareness,No,Yes
CASE_101206,1/16/2023,Europe,Spain,Arsenic,38.34,0.49,5.78,Clay,6.21,30,27.3,55.8,629.9,Vegetables,Organic,Agriculture,0.7,26,Borehole,Diabetes,Mild,Nausea,Elderly,Both,Government Regulation,No,Yes
CASE_101207,3/16/2023,North America,Mexico,Chromium,1515.54,37.45,6.06,Silty,5.64,16,34.6,85.6,1197.8,Cotton,Integrated,Tannery,0.5,6,Borehole,Skin Disease,Mild,Skin Ulcers,Children,Both,Chemical Neutralization,Yes,Yes
CASE_101208,9/20/2024,Africa,Kenya,Arsenic,14.94,6.61,6.92,Sandy,0.51,4,23.6,37.9,1127.8,Barley,Conventional,Agriculture,2.07,25,Rainwater,Skin Disease,Mild,Hyperpigmentation,Elderly,Both,Community Awareness,No,Yes
CASE_101209,9/29/2025,North America,Canada,Arsenic,35.23,11.9,6.12,Sandy,1.54,4,17,26.8,328.9,Cotton,Integrated,Smelting,3.88,9,Lake,Skin Disease,Moderate,Weakness,Elderly,Female,Soil Remediation,Yes,Yes
CASE_101210,6/12/2023,South America,Venezuela,Arsenic,27.33,1.81,4.98,Loamy,3.97,12,44.7,29.9,249.3,Cotton,Organic,Agriculture,1.97,20,Well,Diabetes,Mild,Weakness,Adults,Both,None,No,Yes
CASE_101211,12/23/2023,North America,Canada,Arsenic,302.92,3.81,5.72,Clay,7.72,30,32,92.6,1047.2,Corn,Conventional,Chemical,0.37,21,Borehole,Diabetes,Mild,Numbness,Adults,Female,None,No,Yes
CASE_101212,9/30/2023,South America,Brazil,Cadmium,6.21,0.33,7.06,Silty,1.93,16,20.5,66.7,358.1,Soybean,Conventional,Agriculture,0.84,20,Rainwater,Bone Disease,Mild,Breathing Difficulty,Children,Female,None,No,Yes
CASE_101213,12/25/2024,Europe,France,Cadmium,5.69,0.49,6.41,Silty,2.74,16,0.1,59.9,307.2,Wheat,Permaculture,Agriculture,0.54,22,Borehole,Respiratory Issues,Mild,Bone Pain,Adults,Male,Soil Remediation,No,Yes
CASE_101214,7/4/2025,Europe,Poland,Cadmium,5.82,0.15,6.16,Loamy,5.72,12,22.9,26,442.3,Vegetables,Permaculture,Smelting,8.41,19,Borehole,Cancer,Mild,Breathing Difficulty,Elderly,Female,Chemical Neutralization,No,Yes
CASE_101215,7/19/2025,North America,USA,Cadmium,23.24,0.62,6.55,Silty,5.41,16,34.3,92,529.1,Wheat,Conventional,Mining,2.4,12,Lake,Respiratory Issues,Mild,Joint Pain,Elderly,Both,Crop Rotation,No,Yes
CASE_101216,10/22/2025,Asia,Indonesia,Arsenic,81.54,1.26,7.63,Clay,7.13,30,22.6,24.5,1510.8,Barley,Organic,Mining,4,31,River,Cancer,Mild,Nausea,Children,Both,Phytoremediation,No,Yes
CASE_101217,6/22/2024,Africa,Egypt,Lead,819.22,77.9,5.69,Silty,3.02,16,26.8,85.8,952.3,Vegetables,Conventional,Mining,0.97,27,Well,Kidney Disease,Moderate,Headache,Adults,Male,Community Awareness,No,Yes
CASE_101218,11/25/2024,Europe,Czech Republic,Chromium,1153.43,76.76,4.31,Silty,5.3,16,25.4,27.2,596,Rice,Permaculture,Tannery,0.4,28,River,Respiratory Issues,Moderate,Breathing Difficulty,Adults,Female,Community Awareness,No,Yes
CASE_101219,4/13/2024,Africa,Kenya,Cadmium,17.57,1.56,6.59,Loamy,2.98,12,35.3,76.2,911.8,Cotton,Integrated,Mining,4.09,36,Lake,Kidney Disease,Moderate,Protein in Urine,Children,Female,Phytoremediation,No,Yes
CASE_101220,5/29/2025,Australia,New Zealand,Chromium,1207.68,25.5,6.98,Loamy,5.69,12,18.3,93.3,1336.1,Soybean,Organic,Tannery,0.14,10,Borehole,Kidney Disease,Mild,Rash,Adults,Both,None,No,Yes
CASE_101221,12/6/2024,North America,Canada,Cadmium,0.6,0.01,7.39,Clay,3.94,30,14.5,31.2,1157.8,Soybean,Integrated,None,0,0,Borehole,None Detected,None,None,Elderly,Male,Government Regulation,No,Yes
CASE_101222,7/1/2024,Asia,Bangladesh,Cadmium,0.66,0.02,7.18,Clay,3.14,30,6,77.3,1182.8,Wheat,Permaculture,None,0,0,Lake,None Detected,None,None,Elderly,Both,Soil Remediation,Yes,No
CASE_101223,1/11/2024,Asia,Japan,Chromium,1343.44,689.96,5.18,Sandy,1.92,4,27,40.5,526.8,Soybean,Integrated,Tannery,0.24,13,River,Respiratory Issues,Severe,Breathing Difficulty,Elderly,Both,Soil Remediation,No,Yes
CASE_101224,12/12/2023,Europe,Italy,Cadmium,30.46,4.53,7.23,Sandy,1.52,4,34.3,79.8,501.8,Vegetables,Permaculture,Mining,0.71,7,Rainwater,Respiratory Issues,Severe,Joint Pain,Elderly,Male,Chemical Neutralization,No,Yes
CASE_101225,4/13/2025,Europe,Italy,Cadmium,7.62,0.35,7.42,Silty,2.34,16,25.3,40.1,1020.1,Vegetables,Conventional,Smelting,6.58,24,Irrigation Canal,Respiratory Issues,Mild,Fatigue,Children,Female,Community Awareness,Yes,No
CASE_101226,1/5/2025,Asia,South Korea,Lead,204.09,68.2,5.57,Sandy,1.99,4,18.1,89.2,575.2,Barley,Integrated,Smelting,5.88,39,River,Developmental Disorder,Moderate,Memory Loss,Adults,Both,Community Awareness,No,Yes
CASE_101227,5/19/2025,Australia,Australia,Chromium,1144.67,152.47,5.04,Clay,2.68,30,35.5,65.6,70.5,Wheat,Integrated,Tannery,0.1,21,Borehole,Respiratory Issues,Moderate,Breathing Difficulty,Elderly,Female,Chemical Neutralization,Yes,Yes
CASE_101228,4/2/2025,Australia,New Zealand,Cadmium,6.89,0.68,6.3,Silty,2.29,16,30.9,22.1,18.8,Soybean,Permaculture,Agriculture,0.9,12,River,Bone Disease,Mild,Bone Pain,Elderly,Both,None,Yes,Yes
CASE_101229,11/24/2024,Australia,New Zealand,Lead,448.11,26.68,6.61,Loamy,4.18,12,5.5,25.8,770,Rice,Organic,Mining,2.05,11,River,Neurological Disorder,Moderate,Headache,Children,Male,Chemical Neutralization,Yes,Yes
CASE_101230,3/10/2023,Asia,China,Arsenic,123.47,6.79,4.79,Clay,3.39,30,29.6,84.6,1518.8,Vegetables,Permaculture,Mining,0.68,34,Well,Skin Disease,Moderate,Nausea,Children,Both,Community Awareness,No,Yes
CASE_101231,7/7/2024,Australia,New Zealand,Arsenic,168.92,77.84,7.45,Sandy,0.59,4,24.4,27.9,633.5,Vegetables,Conventional,Mining,0.2,36,Lake,Cancer,Severe,Nausea,Children,Female,Chemical Neutralization,No,Yes
CASE_101232,11/11/2025,Australia,Australia,Arsenic,17.78,0.27,7.47,Clay,6.28,30,29.6,58.3,820.5,Corn,Organic,Agriculture,3.64,4,Lake,Diabetes,Mild,Nausea,Adults,Female,None,Yes,Yes
CASE_101233,10/9/2025,Europe,Germany,Mercury,19.71,1.43,5.1,Loamy,5.13,12,10.2,71,515.5,Potato,Integrated,Chemical,0.2,26,Lake,Developmental Disorder,Moderate,Mood Changes,Elderly,Female,Soil Remediation,No,Yes
CASE_101234,11/15/2025,Australia,Australia,Arsenic,412.97,33.1,5.09,Clay,2.08,30,28.3,46.4,579.1,Rice,Permaculture,Chemical,0.12,25,Borehole,Skin Disease,Moderate,Skin Lesions,Adults,Both,Chemical Neutralization,No,Yes
CASE_101235,2/3/2025,North America,Mexico,Chromium,851.1,19.62,7.13,Silty,4.57,16,11.5,25.6,273.4,Rice,Conventional,Tannery,0.39,26,Lake,Respiratory Issues,Mild,Nasal Irritation,Elderly,Female,Community Awareness,Yes,No
CASE_101236,12/1/2022,North America,Mexico,Cadmium,4.37,0.12,5.95,Clay,5.3,30,21.5,93.3,311.3,Vegetables,Permaculture,Agriculture,2.07,37,Well,Bone Disease,Mild,Joint Pain,Elderly,Female,Community Awareness,Yes,No
CASE_101237,3/4/2025,Australia,New Zealand,Cadmium,6.1,0.16,6.17,Silty,5.54,16,44.7,27.7,363.6,Vegetables,Organic,Agriculture,0.95,5,Lake,Kidney Disease,Mild,Joint Pain,Adults,Female,Government Regulation,Yes,Yes
CASE_101238,2/6/2025,Asia,India,Cadmium,22.25,1.03,6.62,Clay,3.89,30,26.3,81.8,1964.4,Corn,Permaculture,Mining,2.9,23,Well,Kidney Disease,Mild,Joint Pain,Adults,Male,None,No,Yes
CASE_101239,9/22/2023,Asia,Thailand,Lead,1717.68,157.09,5.68,Silty,3.17,16,19.5,65.8,282.5,Barley,Permaculture,Battery,0.25,33,Borehole,Neurological Disorder,Severe,Fatigue,Children,Female,Chemical Neutralization,No,Yes
CASE_101240,1/4/2024,South America,Argentina,Arsenic,25.68,1.68,6.83,Loamy,4.52,12,24.5,94.2,413.9,Wheat,Permaculture,Agriculture,1.28,7,River,Cardiovascular Disease,Mild,Hyperpigmentation,Adults,Male,Chemical Neutralization,No,Yes
CASE_101241,6/11/2023,South America,Colombia,Cadmium,14.26,2.1,5.42,Silty,2.82,16,5.5,52.1,610.3,Potato,Integrated,Mining,3.05,4,River,Respiratory Issues,Mild,Breathing Difficulty,Children,Female,Government Regulation,Yes,No
CASE_101242,8/26/2024,South America,Argentina,Lead,502.48,22.95,8.5,Loamy,1.93,12,42.8,64.2,544.5,Potato,Permaculture,Mining,1.89,37,Well,Neurological Disorder,Mild,Headache,Adults,Male,Crop Rotation,No,Yes
CASE_101243,4/24/2024,Australia,New Zealand,Mercury,17.36,0.23,5.86,Clay,7.75,30,33.8,66.1,1115.6,Corn,Integrated,Chemical,0.75,4,Rainwater,Developmental Disorder,Mild,Memory Loss,Elderly,Both,Community Awareness,No,Yes
CASE_101244,10/16/2023,Asia,China,Lead,881.56,222.12,4.92,Loamy,1.54,12,22.3,92.7,323.6,Cotton,Permaculture,Mining,1.17,34,Well,Developmental Disorder,Severe,Headache,Children,Female,Government Regulation,No,Yes
CASE_101245,2/12/2024,Asia,Thailand,Lead,808.41,338.73,5.59,Sandy,0.78,4,12.8,66,1972,Wheat,Integrated,Mining,1.39,23,Well,Developmental Disorder,Severe,Headache,Adults,Both,Soil Remediation,No,Yes
CASE_101246,2/15/2024,Europe,Romania,Lead,537.95,28.26,6.08,Silty,4.47,16,11.9,69.6,667,Barley,Conventional,Mining,1.42,3,Irrigation Canal,Neurological Disorder,Mild,Headache,Children,Female,Soil Remediation,No,Yes
CASE_101247,2/3/2025,Australia,Australia,Cadmium,27.84,3.11,5.7,Silty,2.37,16,39.2,39,203,Wheat,Integrated,Mining,2.26,31,Irrigation Canal,Respiratory Issues,Moderate,Breathing Difficulty,Elderly,Male,Crop Rotation,No,Yes
CASE_101248,5/22/2025,South America,Colombia,Arsenic,275.37,12,5.41,Loamy,4.99,12,30.3,23.8,808.7,Potato,Organic,Chemical,0.22,38,River,Cardiovascular Disease,Moderate,Weakness,Adults,Male,Government Regulation,No,Yes
CASE_101249,11/29/2023,South America,Venezuela,Lead,1288.63,7.41,7.25,Clay,7.05,30,20.9,47.8,484.8,Cotton,Conventional,E-waste,0.13,10,River,Neurological Disorder,Mild,Headache,Elderly,Female,Phytoremediation,Yes,Yes
CASE_101250,1/12/2025,South America,Venezuela,Cadmium,6.67,0.32,7.13,Loamy,2.91,12,25,56.7,656.1,Barley,Integrated,Agriculture,1.32,15,River,Respiratory Issues,Mild,Protein in Urine,Elderly,Female,Community Awareness,Yes,No
CASE_101251,11/21/2024,North America,Mexico,Lead,544.91,12.86,7.93,Clay,3.56,30,32.9,69.8,1071.3,Vegetables,Permaculture,Mining,2.42,18,River,Kidney Disease,Mild,Abdominal Pain,Adults,Female,Community Awareness,Yes,No
CASE_101252,11/12/2023,Africa,Tanzania,Lead,450.52,10.92,4.65,Clay,6.46,30,21.4,40.2,1498.4,Potato,Integrated,Smelting,1.61,20,Well,Developmental Disorder,Mild,Abdominal Pain,Children,Both,Soil Remediation,No,Yes
